,rank,artist,name,value,date,country,country_code,lastValue,year
11615,6,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),312540,2017-12-08,United Kingdom,gb,320841.0,2017.9342465753425
11616,7,Big Shaq,Man's Not Hot,284513,2017-12-08,United Kingdom,gb,284513.0,2017.9342465753425
11617,8,Rita Ora,Anywhere,279438,2017-12-08,United Kingdom,gb,272345.0,2017.9342465753425
11618,9,Band Aid,Do They Know It's Christmas? - 1984 Version,278233,2017-12-08,United Kingdom,gb,278233.0,2017.9342465753425
11619,10,Dua Lipa,New Rules,276607,2017-12-08,United Kingdom,gb,261846.0,2017.9342465753425
11620,1,Mariah Carey,All I Want for Christmas Is You,526633,2017-12-09,United Kingdom,gb,427965.0,2017.9369863013699
11621,2,Wham!,Last Christmas,481105,2017-12-09,United Kingdom,gb,382795.0,2017.9369863013699
11622,3,The Pogues,Fairytale of New York (feat. Kirsty MacColl),396464,2017-12-09,United Kingdom,gb,330006.0,2017.9369863013699
11623,4,Post Malone,rockstar,392492,2017-12-09,United Kingdom,gb,397118.0,2017.9369863013699
11624,5,Band Aid,Do They Know It's Christmas? - 1984 Version,342565,2017-12-09,United Kingdom,gb,278233.0,2017.9369863013699
11625,6,Camila Cabello,Havana,337082,2017-12-09,United Kingdom,gb,321598.0,2017.9369863013699
11626,7,Big Shaq,Man's Not Hot,320825,2017-12-09,United Kingdom,gb,284513.0,2017.9369863013699
11627,8,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),307503,2017-12-09,United Kingdom,gb,312540.0,2017.9369863013699
11628,9,Michael Bublé,It's Beginning to Look a Lot like Christmas,301975,2017-12-09,United Kingdom,gb,301975.0,2017.9369863013699
11629,10,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,290714,2017-12-09,United Kingdom,gb,290714.0,2017.9369863013699
11630,1,Mariah Carey,All I Want for Christmas Is You,521686,2017-12-10,United Kingdom,gb,526633.0,2017.9397260273972
11631,2,Wham!,Last Christmas,489749,2017-12-10,United Kingdom,gb,481105.0,2017.9397260273972
11632,3,The Pogues,Fairytale of New York (feat. Kirsty MacColl),402283,2017-12-10,United Kingdom,gb,396464.0,2017.9397260273972
11633,4,Band Aid,Do They Know It's Christmas? - 1984 Version,359341,2017-12-10,United Kingdom,gb,342565.0,2017.9397260273972
11634,5,Michael Bublé,It's Beginning to Look a Lot like Christmas,341489,2017-12-10,United Kingdom,gb,301975.0,2017.9397260273972
11635,6,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,326811,2017-12-10,United Kingdom,gb,290714.0,2017.9397260273972
11636,7,Post Malone,rockstar,307647,2017-12-10,United Kingdom,gb,392492.0,2017.9397260273972
11637,8,Elton John,Step Into Christmas,282892,2017-12-10,United Kingdom,gb,282892.0,2017.9397260273972
11638,9,Camila Cabello,Havana,258757,2017-12-10,United Kingdom,gb,337082.0,2017.9397260273972
11639,10,Ariana Grande,Santa Tell Me,247775,2017-12-10,United Kingdom,gb,247775.0,2017.9397260273972
11640,1,Mariah Carey,All I Want for Christmas Is You,346162,2017-12-11,United Kingdom,gb,521686.0,2017.9424657534246
11641,2,Post Malone,rockstar,338218,2017-12-11,United Kingdom,gb,307647.0,2017.9424657534246
11642,3,Wham!,Last Christmas,325200,2017-12-11,United Kingdom,gb,489749.0,2017.9424657534246
11643,4,The Pogues,Fairytale of New York (feat. Kirsty MacColl),279833,2017-12-11,United Kingdom,gb,402283.0,2017.9424657534246
11644,5,Camila Cabello,Havana,272991,2017-12-11,United Kingdom,gb,258757.0,2017.9424657534246
11645,6,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),260719,2017-12-11,United Kingdom,gb,260719.0,2017.9424657534246
11646,7,Band Aid,Do They Know It's Christmas? - 1984 Version,246595,2017-12-11,United Kingdom,gb,359341.0,2017.9424657534246
11647,8,NF,Let You Down,238077,2017-12-11,United Kingdom,gb,238077.0,2017.9424657534246
11648,9,Big Shaq,Man's Not Hot,233416,2017-12-11,United Kingdom,gb,233416.0,2017.9424657534246
11649,10,Rita Ora,Anywhere,229832,2017-12-11,United Kingdom,gb,229832.0,2017.9424657534246
11650,1,Mariah Carey,All I Want for Christmas Is You,350704,2017-12-12,United Kingdom,gb,346162.0,2017.945205479452
11651,2,Post Malone,rockstar,350358,2017-12-12,United Kingdom,gb,338218.0,2017.945205479452
11652,3,Wham!,Last Christmas,318451,2017-12-12,United Kingdom,gb,325200.0,2017.945205479452
11653,4,Camila Cabello,Havana,282596,2017-12-12,United Kingdom,gb,272991.0,2017.945205479452
11654,5,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),278967,2017-12-12,United Kingdom,gb,260719.0,2017.945205479452
11655,6,The Pogues,Fairytale of New York (feat. Kirsty MacColl),276726,2017-12-12,United Kingdom,gb,279833.0,2017.945205479452
11656,7,NF,Let You Down,255185,2017-12-12,United Kingdom,gb,238077.0,2017.945205479452
11657,8,Rita Ora,Anywhere,247244,2017-12-12,United Kingdom,gb,229832.0,2017.945205479452
11658,9,Dua Lipa,New Rules,241951,2017-12-12,United Kingdom,gb,241951.0,2017.945205479452
11659,10,Clean Bandit,I Miss You (feat. Julia Michaels),240806,2017-12-12,United Kingdom,gb,240806.0,2017.945205479452
11660,1,Mariah Carey,All I Want for Christmas Is You,351838,2017-12-13,United Kingdom,gb,350704.0,2017.9479452054795
11661,2,Post Malone,rockstar,351395,2017-12-13,United Kingdom,gb,350358.0,2017.9479452054795
11662,3,Wham!,Last Christmas,325288,2017-12-13,United Kingdom,gb,318451.0,2017.9479452054795
11663,4,Camila Cabello,Havana,286805,2017-12-13,United Kingdom,gb,282596.0,2017.9479452054795
11664,5,The Pogues,Fairytale of New York (feat. Kirsty MacColl),286207,2017-12-13,United Kingdom,gb,276726.0,2017.9479452054795
11665,6,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),284141,2017-12-13,United Kingdom,gb,278967.0,2017.9479452054795
11666,7,NF,Let You Down,267428,2017-12-13,United Kingdom,gb,255185.0,2017.9479452054795
11667,8,Rita Ora,Anywhere,259729,2017-12-13,United Kingdom,gb,247244.0,2017.9479452054795
11668,9,Dua Lipa,New Rules,249045,2017-12-13,United Kingdom,gb,241951.0,2017.9479452054795
11669,10,Clean Bandit,I Miss You (feat. Julia Michaels),248177,2017-12-13,United Kingdom,gb,240806.0,2017.9479452054795
11670,1,Mariah Carey,All I Want for Christmas Is You,365793,2017-12-14,United Kingdom,gb,351838.0,2017.9506849315069
11671,2,Post Malone,rockstar,356309,2017-12-14,United Kingdom,gb,351395.0,2017.9506849315069
11672,3,Wham!,Last Christmas,344247,2017-12-14,United Kingdom,gb,325288.0,2017.9506849315069
11673,4,The Pogues,Fairytale of New York (feat. Kirsty MacColl),292973,2017-12-14,United Kingdom,gb,286207.0,2017.9506849315069
11674,5,Camila Cabello,Havana,288334,2017-12-14,United Kingdom,gb,286805.0,2017.9506849315069
11675,6,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),279064,2017-12-14,United Kingdom,gb,284141.0,2017.9506849315069
11676,7,NF,Let You Down,273466,2017-12-14,United Kingdom,gb,267428.0,2017.9506849315069
11677,8,Rita Ora,Anywhere,258331,2017-12-14,United Kingdom,gb,259729.0,2017.9506849315069
11678,9,Band Aid,Do They Know It's Christmas? - 1984 Version,251813,2017-12-14,United Kingdom,gb,251813.0,2017.9506849315069
11679,10,Big Shaq,Man's Not Hot,251622,2017-12-14,United Kingdom,gb,251622.0,2017.9506849315069
11680,1,Eminem,River (feat. Ed Sheeran),549265,2017-12-15,United Kingdom,gb,549265.0,2017.9534246575342
11681,2,Mariah Carey,All I Want for Christmas Is You,438912,2017-12-15,United Kingdom,gb,365793.0,2017.9534246575342
11682,3,Wham!,Last Christmas,416314,2017-12-15,United Kingdom,gb,344247.0,2017.9534246575342
11683,4,Post Malone,rockstar,374210,2017-12-15,United Kingdom,gb,356309.0,2017.9534246575342
11684,5,The Pogues,Fairytale of New York (feat. Kirsty MacColl),355256,2017-12-15,United Kingdom,gb,292973.0,2017.9534246575342
11685,6,Camila Cabello,Havana,301329,2017-12-15,United Kingdom,gb,288334.0,2017.9534246575342
11686,7,Band Aid,Do They Know It's Christmas? - 1984 Version,300347,2017-12-15,United Kingdom,gb,251813.0,2017.9534246575342
11687,8,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),285633,2017-12-15,United Kingdom,gb,279064.0,2017.9534246575342
11688,9,Big Shaq,Man's Not Hot,278633,2017-12-15,United Kingdom,gb,251622.0,2017.9534246575342
11689,10,NF,Let You Down,275415,2017-12-15,United Kingdom,gb,273466.0,2017.9534246575342
11690,1,Eminem,River (feat. Ed Sheeran),545077,2017-12-16,United Kingdom,gb,549265.0,2017.9561643835616
11691,2,Mariah Carey,All I Want for Christmas Is You,493391,2017-12-16,United Kingdom,gb,438912.0,2017.9561643835616
11692,3,Wham!,Last Christmas,473302,2017-12-16,United Kingdom,gb,416314.0,2017.9561643835616
11693,4,The Pogues,Fairytale of New York (feat. Kirsty MacColl),390243,2017-12-16,United Kingdom,gb,355256.0,2017.9561643835616
11694,5,Post Malone,rockstar,372293,2017-12-16,United Kingdom,gb,374210.0,2017.9561643835616
11695,6,Band Aid,Do They Know It's Christmas? - 1984 Version,330369,2017-12-16,United Kingdom,gb,300347.0,2017.9561643835616
11696,7,Camila Cabello,Havana,317449,2017-12-16,United Kingdom,gb,301329.0,2017.9561643835616
11697,8,Big Shaq,Man's Not Hot,308610,2017-12-16,United Kingdom,gb,278633.0,2017.9561643835616
11698,9,Elton John,Step Into Christmas,286313,2017-12-16,United Kingdom,gb,286313.0,2017.9561643835616
11699,10,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),284533,2017-12-16,United Kingdom,gb,285633.0,2017.9561643835616
11700,1,Eminem,River (feat. Ed Sheeran),477707,2017-12-17,United Kingdom,gb,545077.0,2017.958904109589
11701,2,Mariah Carey,All I Want for Christmas Is You,450370,2017-12-17,United Kingdom,gb,493391.0,2017.958904109589
11702,3,Wham!,Last Christmas,441284,2017-12-17,United Kingdom,gb,473302.0,2017.958904109589
11703,4,The Pogues,Fairytale of New York (feat. Kirsty MacColl),364294,2017-12-17,United Kingdom,gb,390243.0,2017.958904109589
11704,5,Post Malone,rockstar,316017,2017-12-17,United Kingdom,gb,372293.0,2017.958904109589
11705,6,Band Aid,Do They Know It's Christmas? - 1984 Version,315652,2017-12-17,United Kingdom,gb,330369.0,2017.958904109589
11706,7,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,281893,2017-12-17,United Kingdom,gb,281893.0,2017.958904109589
11707,8,Michael Bublé,It's Beginning to Look a Lot like Christmas,267976,2017-12-17,United Kingdom,gb,267976.0,2017.958904109589
11708,9,Camila Cabello,Havana,264846,2017-12-17,United Kingdom,gb,317449.0,2017.958904109589
11709,10,Elton John,Step Into Christmas,258434,2017-12-17,United Kingdom,gb,286313.0,2017.958904109589
11710,1,Eminem,River (feat. Ed Sheeran),616258,2017-12-18,United Kingdom,gb,477707.0,2017.9616438356165
11711,2,Mariah Carey,All I Want for Christmas Is You,364124,2017-12-18,United Kingdom,gb,450370.0,2017.9616438356165
11712,3,Wham!,Last Christmas,356078,2017-12-18,United Kingdom,gb,441284.0,2017.9616438356165
11713,4,Post Malone,rockstar,338216,2017-12-18,United Kingdom,gb,316017.0,2017.9616438356165
11714,5,The Pogues,Fairytale of New York (feat. Kirsty MacColl),301129,2017-12-18,United Kingdom,gb,364294.0,2017.9616438356165
11715,6,Camila Cabello,Havana,282502,2017-12-18,United Kingdom,gb,264846.0,2017.9616438356165
11716,7,Band Aid,Do They Know It's Christmas? - 1984 Version,261824,2017-12-18,United Kingdom,gb,315652.0,2017.9616438356165
11717,8,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),260481,2017-12-18,United Kingdom,gb,260481.0,2017.9616438356165
11718,9,NF,Let You Down,253130,2017-12-18,United Kingdom,gb,253130.0,2017.9616438356165
11719,10,Big Shaq,Man's Not Hot,233112,2017-12-18,United Kingdom,gb,233112.0,2017.9616438356165
11720,1,Eminem,River (feat. Ed Sheeran),605460,2017-12-19,United Kingdom,gb,616258.0,2017.964383561644
11721,2,Mariah Carey,All I Want for Christmas Is You,385891,2017-12-19,United Kingdom,gb,364124.0,2017.964383561644
11722,3,Wham!,Last Christmas,376379,2017-12-19,United Kingdom,gb,356078.0,2017.964383561644
11723,4,Post Malone,rockstar,346915,2017-12-19,United Kingdom,gb,338216.0,2017.964383561644
11724,5,The Pogues,Fairytale of New York (feat. Kirsty MacColl),314143,2017-12-19,United Kingdom,gb,301129.0,2017.964383561644
11725,6,Camila Cabello,Havana,285702,2017-12-19,United Kingdom,gb,282502.0,2017.964383561644
11726,7,Band Aid,Do They Know It's Christmas? - 1984 Version,273451,2017-12-19,United Kingdom,gb,261824.0,2017.964383561644
11727,8,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),269208,2017-12-19,United Kingdom,gb,260481.0,2017.964383561644
11728,9,NF,Let You Down,266582,2017-12-19,United Kingdom,gb,253130.0,2017.964383561644
11729,10,Big Shaq,Man's Not Hot,249979,2017-12-19,United Kingdom,gb,233112.0,2017.964383561644
11730,1,Eminem,River (feat. Ed Sheeran),584052,2017-12-20,United Kingdom,gb,605460.0,2017.9671232876713
11731,2,Mariah Carey,All I Want for Christmas Is You,421268,2017-12-20,United Kingdom,gb,385891.0,2017.9671232876713
11732,3,Wham!,Last Christmas,409994,2017-12-20,United Kingdom,gb,376379.0,2017.9671232876713
11733,4,Post Malone,rockstar,355037,2017-12-20,United Kingdom,gb,346915.0,2017.9671232876713
11734,5,The Pogues,Fairytale of New York (feat. Kirsty MacColl),351079,2017-12-20,United Kingdom,gb,314143.0,2017.9671232876713
11735,6,Camila Cabello,Havana,301098,2017-12-20,United Kingdom,gb,285702.0,2017.9671232876713
11736,7,Band Aid,Do They Know It's Christmas? - 1984 Version,300610,2017-12-20,United Kingdom,gb,273451.0,2017.9671232876713
11737,8,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),280272,2017-12-20,United Kingdom,gb,269208.0,2017.9671232876713
11738,9,NF,Let You Down,270603,2017-12-20,United Kingdom,gb,266582.0,2017.9671232876713
11739,10,Big Shaq,Man's Not Hot,266734,2017-12-20,United Kingdom,gb,249979.0,2017.9671232876713
11740,1,Eminem,River (feat. Ed Sheeran),576966,2017-12-21,United Kingdom,gb,584052.0,2017.9698630136986
11741,2,Wham!,Last Christmas,486052,2017-12-21,United Kingdom,gb,409994.0,2017.9698630136986
11742,3,Mariah Carey,All I Want for Christmas Is You,483408,2017-12-21,United Kingdom,gb,421268.0,2017.9698630136986
11743,4,The Pogues,Fairytale of New York (feat. Kirsty MacColl),398404,2017-12-21,United Kingdom,gb,351079.0,2017.9698630136986
11744,5,Band Aid,Do They Know It's Christmas? - 1984 Version,361850,2017-12-21,United Kingdom,gb,300610.0,2017.9698630136986
11745,6,Post Malone,rockstar,361057,2017-12-21,United Kingdom,gb,355037.0,2017.9698630136986
11746,7,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,313356,2017-12-21,United Kingdom,gb,313356.0,2017.9698630136986
11747,8,Camila Cabello,Havana,303780,2017-12-21,United Kingdom,gb,301098.0,2017.9698630136986
11748,9,Elton John,Step Into Christmas,295439,2017-12-21,United Kingdom,gb,295439.0,2017.9698630136986
11749,10,NF,Let You Down,280685,2017-12-21,United Kingdom,gb,270603.0,2017.9698630136986
11750,1,Wham!,Last Christmas,571858,2017-12-22,United Kingdom,gb,486052.0,2017.972602739726
11751,2,Mariah Carey,All I Want for Christmas Is You,569960,2017-12-22,United Kingdom,gb,483408.0,2017.972602739726
11752,3,Eminem,River (feat. Ed Sheeran),545797,2017-12-22,United Kingdom,gb,576966.0,2017.972602739726
11753,4,The Pogues,Fairytale of New York (feat. Kirsty MacColl),488934,2017-12-22,United Kingdom,gb,398404.0,2017.972602739726
11754,5,Band Aid,Do They Know It's Christmas? - 1984 Version,427157,2017-12-22,United Kingdom,gb,361850.0,2017.972602739726
11755,6,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,371042,2017-12-22,United Kingdom,gb,313356.0,2017.972602739726
11756,7,Elton John,Step Into Christmas,370242,2017-12-22,United Kingdom,gb,295439.0,2017.972602739726
11757,8,Post Malone,rockstar,366789,2017-12-22,United Kingdom,gb,361057.0,2017.972602739726
11758,9,Michael Bublé,It's Beginning to Look a Lot like Christmas,328438,2017-12-22,United Kingdom,gb,328438.0,2017.972602739726
11759,10,Chris Rea,Driving Home for Christmas,319966,2017-12-22,United Kingdom,gb,319966.0,2017.972602739726
11760,1,Wham!,Last Christmas,606642,2017-12-23,United Kingdom,gb,571858.0,2017.9753424657533
11761,2,Mariah Carey,All I Want for Christmas Is You,604109,2017-12-23,United Kingdom,gb,569960.0,2017.9753424657533
11762,3,The Pogues,Fairytale of New York (feat. Kirsty MacColl),518951,2017-12-23,United Kingdom,gb,488934.0,2017.9753424657533
11763,4,Eminem,River (feat. Ed Sheeran),492672,2017-12-23,United Kingdom,gb,545797.0,2017.9753424657533
11764,5,Band Aid,Do They Know It's Christmas? - 1984 Version,455396,2017-12-23,United Kingdom,gb,427157.0,2017.9753424657533
11765,6,Elton John,Step Into Christmas,400193,2017-12-23,United Kingdom,gb,370242.0,2017.9753424657533
11766,7,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,397877,2017-12-23,United Kingdom,gb,371042.0,2017.9753424657533
11767,8,Michael Bublé,It's Beginning to Look a Lot like Christmas,355729,2017-12-23,United Kingdom,gb,328438.0,2017.9753424657533
11768,9,Post Malone,rockstar,341394,2017-12-23,United Kingdom,gb,366789.0,2017.9753424657533
11769,10,Shakin' Stevens,Merry Christmas Everyone - Remastered,340035,2017-12-23,United Kingdom,gb,340035.0,2017.9753424657533
11770,1,Wham!,Last Christmas,910536,2017-12-24,United Kingdom,gb,606642.0,2017.978082191781
11771,2,Mariah Carey,All I Want for Christmas Is You,892880,2017-12-24,United Kingdom,gb,604109.0,2017.978082191781
11772,3,The Pogues,Fairytale of New York (feat. Kirsty MacColl),793959,2017-12-24,United Kingdom,gb,518951.0,2017.978082191781
11773,4,Band Aid,Do They Know It's Christmas? - 1984 Version,727471,2017-12-24,United Kingdom,gb,455396.0,2017.978082191781
11774,5,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,646972,2017-12-24,United Kingdom,gb,397877.0,2017.978082191781
11775,6,Michael Bublé,It's Beginning to Look a Lot like Christmas,596269,2017-12-24,United Kingdom,gb,355729.0,2017.978082191781
11776,7,Elton John,Step Into Christmas,586446,2017-12-24,United Kingdom,gb,400193.0,2017.978082191781
11777,8,Shakin' Stevens,Merry Christmas Everyone - Remastered,512425,2017-12-24,United Kingdom,gb,340035.0,2017.978082191781
11778,9,Chris Rea,Driving Home for Christmas,508619,2017-12-24,United Kingdom,gb,508619.0,2017.978082191781
11779,10,John Lennon,Happy Xmas (War Is Over) - Remastered,484835,2017-12-24,United Kingdom,gb,484835.0,2017.978082191781
11780,1,Wham!,Last Christmas,1357938,2017-12-25,United Kingdom,gb,910536.0,2017.9808219178083
11781,2,Mariah Carey,All I Want for Christmas Is You,1299377,2017-12-25,United Kingdom,gb,892880.0,2017.9808219178083
11782,3,The Pogues,Fairytale of New York (feat. Kirsty MacColl),1142041,2017-12-25,United Kingdom,gb,793959.0,2017.9808219178083
11783,4,Band Aid,Do They Know It's Christmas? - 1984 Version,1053410,2017-12-25,United Kingdom,gb,727471.0,2017.9808219178083
11784,5,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,1024265,2017-12-25,United Kingdom,gb,646972.0,2017.9808219178083
11785,6,Michael Bublé,It's Beginning to Look a Lot like Christmas,937677,2017-12-25,United Kingdom,gb,596269.0,2017.9808219178083
11786,7,Elton John,Step Into Christmas,914827,2017-12-25,United Kingdom,gb,586446.0,2017.9808219178083
11787,8,Shakin' Stevens,Merry Christmas Everyone - Remastered,808221,2017-12-25,United Kingdom,gb,512425.0,2017.9808219178083
11788,9,Paul McCartney,Wonderful Christmastime - Remastered 2011 / Edited Version,787771,2017-12-25,United Kingdom,gb,787771.0,2017.9808219178083
11789,10,John Lennon,Happy Xmas (War Is Over) - Remastered,786507,2017-12-25,United Kingdom,gb,484835.0,2017.9808219178083
11790,1,Eminem,River (feat. Ed Sheeran),372024,2017-12-26,United Kingdom,gb,372024.0,2017.9835616438356
11791,2,Post Malone,rockstar,277694,2017-12-26,United Kingdom,gb,277694.0,2017.9835616438356
11792,3,Camila Cabello,Havana,244376,2017-12-26,United Kingdom,gb,244376.0,2017.9835616438356
11793,4,Big Shaq,Man's Not Hot,236310,2017-12-26,United Kingdom,gb,236310.0,2017.9835616438356
11794,5,Wham!,Last Christmas,219515,2017-12-26,United Kingdom,gb,1357938.0,2017.9835616438356
11795,6,Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),212604,2017-12-26,United Kingdom,gb,212604.0,2017.9835616438356
11796,7,Mariah Carey,All I Want for Christmas Is You,210640,2017-12-26,United Kingdom,gb,1299377.0,2017.9835616438356
11797,8,Rita Ora,Anywhere,202025,2017-12-26,United Kingdom,gb,202025.0,2017.9835616438356
