,rank,artist,name,value,date,country,country_code,lastValue,year
8028,9,Offset,Ric Flair Drip (& Metro Boomin),916573,2018-01-30,United States,us,866846.0,2018.0794520547945
8029,10,Migos,Walk It Talk It,878872,2018-01-30,United States,us,923771.0,2018.0794520547945
8030,1,Drake,God's Plan,3805533,2018-01-31,United States,us,3922267.0,2018.0821917808219
8031,2,Migos,Stir Fry,1421901,2018-01-31,United States,us,1400292.0,2018.0821917808219
8032,3,Bruno Mars,Finesse - Remix; feat. Cardi B,1158284,2018-01-31,United States,us,1192337.0,2018.0821917808219
8033,4,Post Malone,rockstar,1142397,2018-01-31,United States,us,1123654.0,2018.0821917808219
8034,5,Zedd,The Middle,1028293,2018-01-31,United States,us,1009036.0,2018.0821917808219
8035,6,Migos,Narcos,1007706,2018-01-31,United States,us,1066607.0,2018.0821917808219
8036,7,Post Malone,I Fall Apart,963598,2018-01-31,United States,us,946707.0,2018.0821917808219
8037,8,Offset,Ric Flair Drip (& Metro Boomin),928549,2018-01-31,United States,us,916573.0,2018.0821917808219
8038,9,Bazzi,Mine,923269,2018-01-31,United States,us,923269.0,2018.0821917808219
8039,10,Kendrick Lamar,All The Stars (with SZA),909870,2018-01-31,United States,us,935036.0,2018.0821917808219
8040,1,Drake,God's Plan,3688855,2018-02-01,United States,us,3805533.0,2018.0849315068492
8041,2,Migos,Stir Fry,1401977,2018-02-01,United States,us,1421901.0,2018.0849315068492
8042,3,Post Malone,rockstar,1161579,2018-02-01,United States,us,1142397.0,2018.0849315068492
8043,4,Bruno Mars,Finesse - Remix; feat. Cardi B,1127394,2018-02-01,United States,us,1158284.0,2018.0849315068492
8044,5,Migos,Narcos,990513,2018-02-01,United States,us,1007706.0,2018.0849315068492
8045,6,Post Malone,I Fall Apart,976870,2018-02-01,United States,us,963598.0,2018.0849315068492
8046,7,Zedd,The Middle,966028,2018-02-01,United States,us,1028293.0,2018.0849315068492
8047,8,Bazzi,Mine,939253,2018-02-01,United States,us,923269.0,2018.0849315068492
8048,9,Offset,Ric Flair Drip (& Metro Boomin),927541,2018-02-01,United States,us,928549.0,2018.0849315068492
8049,10,Kendrick Lamar,All The Stars (with SZA),893271,2018-02-01,United States,us,909870.0,2018.0849315068492
8050,1,Drake,God's Plan,3736723,2018-02-02,United States,us,3688855.0,2018.0876712328768
8051,2,Migos,Stir Fry,1453077,2018-02-02,United States,us,1401977.0,2018.0876712328768
8052,3,The Weeknd,Pray For Me (with Kendrick Lamar),1199263,2018-02-02,United States,us,1199263.0,2018.0876712328768
8053,4,Post Malone,rockstar,1195887,2018-02-02,United States,us,1161579.0,2018.0876712328768
8054,5,Bruno Mars,Finesse - Remix; feat. Cardi B,1105629,2018-02-02,United States,us,1127394.0,2018.0876712328768
8055,6,Migos,Narcos,1064159,2018-02-02,United States,us,990513.0,2018.0876712328768
8056,7,Post Malone,I Fall Apart,980639,2018-02-02,United States,us,976870.0,2018.0876712328768
8057,8,Bazzi,Mine,970546,2018-02-02,United States,us,939253.0,2018.0876712328768
8058,9,Zedd,The Middle,943119,2018-02-02,United States,us,966028.0,2018.0876712328768
8059,10,Offset,Ric Flair Drip (& Metro Boomin),932309,2018-02-02,United States,us,927541.0,2018.0876712328768
8060,1,Drake,God's Plan,3492062,2018-02-03,United States,us,3736723.0,2018.0904109589042
8061,2,Migos,Stir Fry,1350889,2018-02-03,United States,us,1453077.0,2018.0904109589042
8062,3,The Weeknd,Pray For Me (with Kendrick Lamar),1213928,2018-02-03,United States,us,1199263.0,2018.0904109589042
8063,4,Post Malone,rockstar,1180321,2018-02-03,United States,us,1195887.0,2018.0904109589042
8064,5,Bruno Mars,Finesse - Remix; feat. Cardi B,1073255,2018-02-03,United States,us,1105629.0,2018.0904109589042
8065,6,Migos,Narcos,988509,2018-02-03,United States,us,1064159.0,2018.0904109589042
8066,7,Post Malone,I Fall Apart,903090,2018-02-03,United States,us,980639.0,2018.0904109589042
8067,8,Bazzi,Mine,899597,2018-02-03,United States,us,970546.0,2018.0904109589042
8068,9,Offset,Ric Flair Drip (& Metro Boomin),886910,2018-02-03,United States,us,932309.0,2018.0904109589042
8069,10,Cardi B,Bartier Cardi (feat. 21 Savage),881856,2018-02-03,United States,us,881856.0,2018.0904109589042
8070,1,Drake,God's Plan,3168586,2018-02-04,United States,us,3492062.0,2018.0931506849315
8071,2,Migos,Stir Fry,1224484,2018-02-04,United States,us,1350889.0,2018.0931506849315
8072,3,Post Malone,rockstar,1068575,2018-02-04,United States,us,1180321.0,2018.0931506849315
8073,4,The Weeknd,Pray For Me (with Kendrick Lamar),1037065,2018-02-04,United States,us,1213928.0,2018.0931506849315
8074,5,Bruno Mars,Finesse - Remix; feat. Cardi B,971668,2018-02-04,United States,us,1073255.0,2018.0931506849315
8075,6,Bazzi,Mine,899722,2018-02-04,United States,us,899597.0,2018.0931506849315
8076,7,Migos,Narcos,878043,2018-02-04,United States,us,988509.0,2018.0931506849315
8077,8,Post Malone,I Fall Apart,860417,2018-02-04,United States,us,903090.0,2018.0931506849315
8078,9,Cardi B,Bartier Cardi (feat. 21 Savage),821398,2018-02-04,United States,us,881856.0,2018.0931506849315
8079,10,Offset,Ric Flair Drip (& Metro Boomin),821199,2018-02-04,United States,us,886910.0,2018.0931506849315
8080,1,Drake,God's Plan,2989933,2018-02-05,United States,us,3168586.0,2018.0958904109589
8081,2,Migos,Stir Fry,1145082,2018-02-05,United States,us,1224484.0,2018.0958904109589
8082,3,Bazzi,Mine,986020,2018-02-05,United States,us,899722.0,2018.0958904109589
8083,4,The Weeknd,Pray For Me (with Kendrick Lamar),976534,2018-02-05,United States,us,1037065.0,2018.0958904109589
8084,5,Post Malone,rockstar,972998,2018-02-05,United States,us,1068575.0,2018.0958904109589
8085,6,Bruno Mars,Finesse - Remix; feat. Cardi B,883760,2018-02-05,United States,us,971668.0,2018.0958904109589
8086,7,Migos,Narcos,859208,2018-02-05,United States,us,878043.0,2018.0958904109589
8087,8,Post Malone,I Fall Apart,856502,2018-02-05,United States,us,860417.0,2018.0958904109589
8088,9,Zedd,The Middle,792782,2018-02-05,United States,us,792782.0,2018.0958904109589
8089,10,Kendrick Lamar,All The Stars (with SZA),759306,2018-02-05,United States,us,759306.0,2018.0958904109589
8090,1,Drake,God's Plan,3446786,2018-02-06,United States,us,2989933.0,2018.0986301369862
8091,2,Migos,Stir Fry,1314191,2018-02-06,United States,us,1145082.0,2018.0986301369862
8092,3,Bazzi,Mine,1171179,2018-02-06,United States,us,986020.0,2018.0986301369862
8093,4,The Weeknd,Pray For Me (with Kendrick Lamar),1116130,2018-02-06,United States,us,976534.0,2018.0986301369862
8094,5,Post Malone,rockstar,1068822,2018-02-06,United States,us,972998.0,2018.0986301369862
8095,6,Zedd,The Middle,1004471,2018-02-06,United States,us,792782.0,2018.0986301369862
8096,7,Bruno Mars,Finesse - Remix; feat. Cardi B,994838,2018-02-06,United States,us,883760.0,2018.0986301369862
8097,8,Post Malone,I Fall Apart,980864,2018-02-06,United States,us,856502.0,2018.0986301369862
8098,9,Migos,Narcos,963477,2018-02-06,United States,us,859208.0,2018.0986301369862
8099,10,Kendrick Lamar,All The Stars (with SZA),871085,2018-02-06,United States,us,759306.0,2018.0986301369862
8100,1,Drake,God's Plan,3370488,2018-02-07,United States,us,3446786.0,2018.1013698630136
8101,2,Migos,Stir Fry,1303081,2018-02-07,United States,us,1314191.0,2018.1013698630136
8102,3,Bazzi,Mine,1197740,2018-02-07,United States,us,1171179.0,2018.1013698630136
8103,4,The Weeknd,Pray For Me (with Kendrick Lamar),1103255,2018-02-07,United States,us,1116130.0,2018.1013698630136
8104,5,Post Malone,rockstar,1058620,2018-02-07,United States,us,1068822.0,2018.1013698630136
8105,6,Zedd,The Middle,1021624,2018-02-07,United States,us,1004471.0,2018.1013698630136
8106,7,Bruno Mars,Finesse - Remix; feat. Cardi B,989020,2018-02-07,United States,us,994838.0,2018.1013698630136
8107,8,Post Malone,I Fall Apart,987997,2018-02-07,United States,us,980864.0,2018.1013698630136
8108,9,Migos,Narcos,934339,2018-02-07,United States,us,963477.0,2018.1013698630136
8109,10,Kendrick Lamar,All The Stars (with SZA),934291,2018-02-07,United States,us,871085.0,2018.1013698630136
8110,1,Drake,God's Plan,3348966,2018-02-08,United States,us,3370488.0,2018.1041095890412
8111,2,Migos,Stir Fry,1306069,2018-02-08,United States,us,1303081.0,2018.1041095890412
8112,3,Bazzi,Mine,1231098,2018-02-08,United States,us,1197740.0,2018.1041095890412
8113,4,Post Malone,rockstar,1076983,2018-02-08,United States,us,1058620.0,2018.1041095890412
8114,5,The Weeknd,Pray For Me (with Kendrick Lamar),1050047,2018-02-08,United States,us,1103255.0,2018.1041095890412
8115,6,Zedd,The Middle,1026114,2018-02-08,United States,us,1021624.0,2018.1041095890412
8116,7,Post Malone,I Fall Apart,975276,2018-02-08,United States,us,987997.0,2018.1041095890412
8117,8,Bruno Mars,Finesse - Remix; feat. Cardi B,960623,2018-02-08,United States,us,989020.0,2018.1041095890412
8118,9,Kendrick Lamar,All The Stars (with SZA),953149,2018-02-08,United States,us,934291.0,2018.1041095890412
8119,10,Migos,Narcos,949097,2018-02-08,United States,us,934339.0,2018.1041095890412
8120,1,Drake,God's Plan,3404706,2018-02-09,United States,us,3348966.0,2018.1068493150685
8121,2,Kendrick Lamar,All The Stars (with SZA),1794893,2018-02-09,United States,us,953149.0,2018.1068493150685
8122,3,The Weeknd,Pray For Me (with Kendrick Lamar),1522363,2018-02-09,United States,us,1050047.0,2018.1068493150685
8123,4,Migos,Stir Fry,1333212,2018-02-09,United States,us,1306069.0,2018.1068493150685
8124,5,ScHoolboy Q,X (with 2 Chainz & Saudi),1276876,2018-02-09,United States,us,1276876.0,2018.1068493150685
8125,6,Bazzi,Mine,1199163,2018-02-09,United States,us,1231098.0,2018.1068493150685
8126,7,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1146306,2018-02-09,United States,us,1146306.0,2018.1068493150685
8127,8,Post Malone,rockstar,1105446,2018-02-09,United States,us,1076983.0,2018.1068493150685
8128,9,Khalid,The Ways (with Swae Lee),1070652,2018-02-09,United States,us,1070652.0,2018.1068493150685
8129,10,BlocBoy JB,Look Alive (feat. Drake),1033676,2018-02-09,United States,us,1033676.0,2018.1068493150685
8130,1,Drake,God's Plan,3215589,2018-02-10,United States,us,3404706.0,2018.109589041096
8131,2,Kendrick Lamar,All The Stars (with SZA),1766852,2018-02-10,United States,us,1794893.0,2018.109589041096
8132,3,The Weeknd,Pray For Me (with Kendrick Lamar),1379161,2018-02-10,United States,us,1522363.0,2018.109589041096
8133,4,BlocBoy JB,Look Alive (feat. Drake),1365084,2018-02-10,United States,us,1033676.0,2018.109589041096
8134,5,Migos,Stir Fry,1233738,2018-02-10,United States,us,1333212.0,2018.109589041096
8135,6,ScHoolboy Q,X (with 2 Chainz & Saudi),1200447,2018-02-10,United States,us,1276876.0,2018.109589041096
8136,7,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1137954,2018-02-10,United States,us,1146306.0,2018.109589041096
8137,8,Post Malone,rockstar,1057249,2018-02-10,United States,us,1105446.0,2018.109589041096
8138,9,Bazzi,Mine,1050453,2018-02-10,United States,us,1199163.0,2018.109589041096
8139,10,Khalid,The Ways (with Swae Lee),982881,2018-02-10,United States,us,1070652.0,2018.109589041096
8140,1,Drake,God's Plan,2867507,2018-02-11,United States,us,3215589.0,2018.1123287671232
8141,2,Kendrick Lamar,All The Stars (with SZA),1474248,2018-02-11,United States,us,1766852.0,2018.1123287671232
8142,3,BlocBoy JB,Look Alive (feat. Drake),1244552,2018-02-11,United States,us,1365084.0,2018.1123287671232
8143,4,The Weeknd,Pray For Me (with Kendrick Lamar),1143162,2018-02-11,United States,us,1379161.0,2018.1123287671232
8144,5,Migos,Stir Fry,1102321,2018-02-11,United States,us,1233738.0,2018.1123287671232
8145,6,Bazzi,Mine,984054,2018-02-11,United States,us,1050453.0,2018.1123287671232
8146,7,Post Malone,rockstar,941533,2018-02-11,United States,us,1057249.0,2018.1123287671232
8147,8,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",920283,2018-02-11,United States,us,1137954.0,2018.1123287671232
8148,9,ScHoolboy Q,X (with 2 Chainz & Saudi),883170,2018-02-11,United States,us,1200447.0,2018.1123287671232
8149,10,Zedd,The Middle,820066,2018-02-11,United States,us,820066.0,2018.1123287671232
8150,1,Drake,God's Plan,3026004,2018-02-12,United States,us,2867507.0,2018.1150684931506
8151,2,Kendrick Lamar,All The Stars (with SZA),1692892,2018-02-12,United States,us,1474248.0,2018.1150684931506
8152,3,BlocBoy JB,Look Alive (feat. Drake),1513855,2018-02-12,United States,us,1244552.0,2018.1150684931506
8153,4,The Weeknd,Pray For Me (with Kendrick Lamar),1274198,2018-02-12,United States,us,1143162.0,2018.1150684931506
8154,5,Migos,Stir Fry,1182438,2018-02-12,United States,us,1102321.0,2018.1150684931506
8155,6,Bazzi,Mine,1180126,2018-02-12,United States,us,984054.0,2018.1150684931506
8156,7,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1063307,2018-02-12,United States,us,920283.0,2018.1150684931506
8157,8,ScHoolboy Q,X (with 2 Chainz & Saudi),999337,2018-02-12,United States,us,883170.0,2018.1150684931506
8158,9,Post Malone,rockstar,953562,2018-02-12,United States,us,941533.0,2018.1150684931506
8159,10,Zedd,The Middle,939833,2018-02-12,United States,us,820066.0,2018.1150684931506
8160,1,Drake,God's Plan,3041162,2018-02-13,United States,us,3026004.0,2018.1178082191782
8161,2,Kendrick Lamar,All The Stars (with SZA),1636848,2018-02-13,United States,us,1692892.0,2018.1178082191782
8162,3,BlocBoy JB,Look Alive (feat. Drake),1569406,2018-02-13,United States,us,1513855.0,2018.1178082191782
8163,4,Bazzi,Mine,1246483,2018-02-13,United States,us,1180126.0,2018.1178082191782
8164,5,The Weeknd,Pray For Me (with Kendrick Lamar),1237387,2018-02-13,United States,us,1274198.0,2018.1178082191782
8165,6,Migos,Stir Fry,1220005,2018-02-13,United States,us,1182438.0,2018.1178082191782
8166,7,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1057685,2018-02-13,United States,us,1063307.0,2018.1178082191782
8167,8,Post Malone,rockstar,984841,2018-02-13,United States,us,953562.0,2018.1178082191782
8168,9,Zedd,The Middle,980992,2018-02-13,United States,us,939833.0,2018.1178082191782
8169,10,ScHoolboy Q,X (with 2 Chainz & Saudi),935852,2018-02-13,United States,us,999337.0,2018.1178082191782
8170,1,Drake,God's Plan,3010833,2018-02-14,United States,us,3041162.0,2018.1205479452055
8171,2,BlocBoy JB,Look Alive (feat. Drake),1597345,2018-02-14,United States,us,1569406.0,2018.1205479452055
8172,3,Kendrick Lamar,All The Stars (with SZA),1564989,2018-02-14,United States,us,1636848.0,2018.1205479452055
8173,4,Bazzi,Mine,1306323,2018-02-14,United States,us,1246483.0,2018.1205479452055
8174,5,Migos,Stir Fry,1212614,2018-02-14,United States,us,1220005.0,2018.1205479452055
8175,6,The Weeknd,Pray For Me (with Kendrick Lamar),1168518,2018-02-14,United States,us,1237387.0,2018.1205479452055
8176,7,Zedd,The Middle,991700,2018-02-14,United States,us,980992.0,2018.1205479452055
8177,8,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",987377,2018-02-14,United States,us,1057685.0,2018.1205479452055
8178,9,Post Malone,rockstar,985329,2018-02-14,United States,us,984841.0,2018.1205479452055
8179,10,Post Malone,I Fall Apart,943003,2018-02-14,United States,us,943003.0,2018.1205479452055
8180,1,Drake,God's Plan,3020732,2018-02-15,United States,us,3010833.0,2018.123287671233
8181,2,BlocBoy JB,Look Alive (feat. Drake),1700815,2018-02-15,United States,us,1597345.0,2018.123287671233
8182,3,Kendrick Lamar,All The Stars (with SZA),1519417,2018-02-15,United States,us,1564989.0,2018.123287671233
8183,4,Bazzi,Mine,1306027,2018-02-15,United States,us,1306323.0,2018.123287671233
8184,5,Migos,Stir Fry,1219088,2018-02-15,United States,us,1212614.0,2018.123287671233
8185,6,The Weeknd,Pray For Me (with Kendrick Lamar),1128832,2018-02-15,United States,us,1168518.0,2018.123287671233
8186,7,Zedd,The Middle,1002371,2018-02-15,United States,us,991700.0,2018.123287671233
8187,8,Post Malone,rockstar,1001482,2018-02-15,United States,us,985329.0,2018.123287671233
8188,9,Post Malone,I Fall Apart,944201,2018-02-15,United States,us,943003.0,2018.123287671233
8189,10,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",922641,2018-02-15,United States,us,987377.0,2018.123287671233
8190,1,Drake,God's Plan,3289591,2018-02-16,United States,us,3020732.0,2018.1260273972603
8191,2,BlocBoy JB,Look Alive (feat. Drake),1722632,2018-02-16,United States,us,1700815.0,2018.1260273972603
8192,3,Kendrick Lamar,All The Stars (with SZA),1628321,2018-02-16,United States,us,1519417.0,2018.1260273972603
8193,4,Bazzi,Mine,1336329,2018-02-16,United States,us,1306027.0,2018.1260273972603
8194,5,Migos,Stir Fry,1296072,2018-02-16,United States,us,1219088.0,2018.1260273972603
8195,6,The Weeknd,Pray For Me (with Kendrick Lamar),1241835,2018-02-16,United States,us,1128832.0,2018.1260273972603
8196,7,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1064896,2018-02-16,United States,us,922641.0,2018.1260273972603
8197,8,Post Malone,rockstar,1055730,2018-02-16,United States,us,1001482.0,2018.1260273972603
8198,9,Zedd,The Middle,1013946,2018-02-16,United States,us,1002371.0,2018.1260273972603
8199,10,Post Malone,I Fall Apart,959674,2018-02-16,United States,us,944201.0,2018.1260273972603
8200,1,Drake,God's Plan,3406279,2018-02-17,United States,us,3289591.0,2018.1287671232876
8201,2,BlocBoy JB,Look Alive (feat. Drake),1568095,2018-02-17,United States,us,1722632.0,2018.1287671232876
8202,3,Kendrick Lamar,All The Stars (with SZA),1536944,2018-02-17,United States,us,1628321.0,2018.1287671232876
8203,4,Migos,Stir Fry,1213014,2018-02-17,United States,us,1296072.0,2018.1287671232876
8204,5,Bazzi,Mine,1200556,2018-02-17,United States,us,1336329.0,2018.1287671232876
8205,6,The Weeknd,Pray For Me (with Kendrick Lamar),1152603,2018-02-17,United States,us,1241835.0,2018.1287671232876
8206,7,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1023993,2018-02-17,United States,us,1064896.0,2018.1287671232876
8207,8,Post Malone,rockstar,1007386,2018-02-17,United States,us,1055730.0,2018.1287671232876
8208,9,Zedd,The Middle,930574,2018-02-17,United States,us,1013946.0,2018.1287671232876
8209,10,Post Malone,I Fall Apart,860436,2018-02-17,United States,us,959674.0,2018.1287671232876
8210,1,Drake,God's Plan,3170316,2018-02-18,United States,us,3406279.0,2018.131506849315
8211,2,Kendrick Lamar,All The Stars (with SZA),1459721,2018-02-18,United States,us,1536944.0,2018.131506849315
8212,3,BlocBoy JB,Look Alive (feat. Drake),1387319,2018-02-18,United States,us,1568095.0,2018.131506849315
8213,4,Bazzi,Mine,1119267,2018-02-18,United States,us,1200556.0,2018.131506849315
8214,5,Migos,Stir Fry,1105433,2018-02-18,United States,us,1213014.0,2018.131506849315
8215,6,The Weeknd,Pray For Me (with Kendrick Lamar),1060376,2018-02-18,United States,us,1152603.0,2018.131506849315
8216,7,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",965224,2018-02-18,United States,us,1023993.0,2018.131506849315
8217,8,Post Malone,rockstar,918911,2018-02-18,United States,us,1007386.0,2018.131506849315
8218,9,Zedd,The Middle,846906,2018-02-18,United States,us,930574.0,2018.131506849315
8219,10,Post Malone,I Fall Apart,796208,2018-02-18,United States,us,860436.0,2018.131506849315
8220,1,Drake,God's Plan,3228264,2018-02-19,United States,us,3170316.0,2018.1342465753426
8221,2,Kendrick Lamar,All The Stars (with SZA),1642308,2018-02-19,United States,us,1459721.0,2018.1342465753426
8222,3,BlocBoy JB,Look Alive (feat. Drake),1444643,2018-02-19,United States,us,1387319.0,2018.1342465753426
8223,4,Bazzi,Mine,1228308,2018-02-19,United States,us,1119267.0,2018.1342465753426
8224,5,The Weeknd,Pray For Me (with Kendrick Lamar),1191411,2018-02-19,United States,us,1060376.0,2018.1342465753426
8225,6,Migos,Stir Fry,1144085,2018-02-19,United States,us,1105433.0,2018.1342465753426
8226,7,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",1042692,2018-02-19,United States,us,965224.0,2018.1342465753426
8227,8,Zedd,The Middle,955860,2018-02-19,United States,us,846906.0,2018.1342465753426
8228,9,Post Malone,rockstar,885519,2018-02-19,United States,us,918911.0,2018.1342465753426
8229,10,Post Malone,I Fall Apart,851467,2018-02-19,United States,us,796208.0,2018.1342465753426
8230,1,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),272020,2017-01-01,United Kingdom,gb,272020.0,2017.0
8231,2,The Weeknd,Starboy,209873,2017-01-01,United Kingdom,gb,209873.0,2017.0
8232,3,James Arthur,Say You Won't Let Go,194633,2017-01-01,United Kingdom,gb,194633.0,2017.0
8233,4,NEIKED,Sexual,184896,2017-01-01,United Kingdom,gb,184896.0,2017.0
8234,5,Zara Larsson,I Would Like,182520,2017-01-01,United Kingdom,gb,182520.0,2017.0
8235,6,Little Mix,Touch,178228,2017-01-01,United Kingdom,gb,178228.0,2017.0
8236,7,The Chainsmokers,Closer (feat. Halsey),175261,2017-01-01,United Kingdom,gb,175261.0,2017.0
8237,8,Drake,One Dance,168014,2017-01-01,United Kingdom,gb,168014.0,2017.0
8238,9,Maroon 5,Don't Wanna Know,166120,2017-01-01,United Kingdom,gb,166120.0,2017.0
8239,10,Rae Sremmurd,Black Beatles,159432,2017-01-01,United Kingdom,gb,159432.0,2017.0
8240,1,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),303812,2017-01-02,United Kingdom,gb,272020.0,2017.0027397260274
8241,2,Little Mix,Touch,242166,2017-01-02,United Kingdom,gb,178228.0,2017.0027397260274
8242,3,Zara Larsson,I Would Like,241482,2017-01-02,United Kingdom,gb,182520.0,2017.0027397260274
8243,4,James Arthur,Say You Won't Let Go,240217,2017-01-02,United Kingdom,gb,194633.0,2017.0027397260274
8244,5,The Weeknd,Starboy,233511,2017-01-02,United Kingdom,gb,209873.0,2017.0027397260274
8245,6,NEIKED,Sexual,215355,2017-01-02,United Kingdom,gb,184896.0,2017.0027397260274
8246,7,Steve Aoki,Just Hold On,203970,2017-01-02,United Kingdom,gb,203970.0,2017.0027397260274
8247,8,Maroon 5,Don't Wanna Know,202536,2017-01-02,United Kingdom,gb,166120.0,2017.0027397260274
8248,9,Rag'n'Bone Man,Human,198193,2017-01-02,United Kingdom,gb,198193.0,2017.0027397260274
8249,10,The Chainsmokers,Closer (feat. Halsey),196995,2017-01-02,United Kingdom,gb,175261.0,2017.0027397260274
8250,1,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),322236,2017-01-03,United Kingdom,gb,303812.0,2017.0054794520547
8251,2,Little Mix,Touch,272114,2017-01-03,United Kingdom,gb,242166.0,2017.0054794520547
8252,3,Zara Larsson,I Would Like,265908,2017-01-03,United Kingdom,gb,241482.0,2017.0054794520547
8253,4,James Arthur,Say You Won't Let Go,260138,2017-01-03,United Kingdom,gb,240217.0,2017.0054794520547
8254,5,The Weeknd,Starboy,254313,2017-01-03,United Kingdom,gb,233511.0,2017.0054794520547
8255,6,NEIKED,Sexual,233628,2017-01-03,United Kingdom,gb,215355.0,2017.0054794520547
8256,7,Steve Aoki,Just Hold On,225422,2017-01-03,United Kingdom,gb,203970.0,2017.0054794520547
8257,8,Rag'n'Bone Man,Human,223774,2017-01-03,United Kingdom,gb,198193.0,2017.0054794520547
8258,9,Maroon 5,Don't Wanna Know,221702,2017-01-03,United Kingdom,gb,202536.0,2017.0054794520547
8259,10,The Chainsmokers,Closer (feat. Halsey),203369,2017-01-03,United Kingdom,gb,196995.0,2017.0054794520547
8260,1,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),321863,2017-01-04,United Kingdom,gb,322236.0,2017.0082191780823
8261,2,Little Mix,Touch,284652,2017-01-04,United Kingdom,gb,272114.0,2017.0082191780823
8262,3,Zara Larsson,I Would Like,275854,2017-01-04,United Kingdom,gb,265908.0,2017.0082191780823
8263,4,James Arthur,Say You Won't Let Go,265281,2017-01-04,United Kingdom,gb,260138.0,2017.0082191780823
8264,5,The Weeknd,Starboy,252617,2017-01-04,United Kingdom,gb,254313.0,2017.0082191780823
8265,6,NEIKED,Sexual,237082,2017-01-04,United Kingdom,gb,233628.0,2017.0082191780823
8266,7,Steve Aoki,Just Hold On,235220,2017-01-04,United Kingdom,gb,225422.0,2017.0082191780823
8267,8,Rag'n'Bone Man,Human,234385,2017-01-04,United Kingdom,gb,223774.0,2017.0082191780823
8268,9,Maroon 5,Don't Wanna Know,227669,2017-01-04,United Kingdom,gb,221702.0,2017.0082191780823
8269,10,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",218422,2017-01-04,United Kingdom,gb,218422.0,2017.0082191780823
8270,1,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),305680,2017-01-05,United Kingdom,gb,321863.0,2017.0109589041097
8271,2,Little Mix,Touch,272143,2017-01-05,United Kingdom,gb,284652.0,2017.0109589041097
8272,3,Zara Larsson,I Would Like,265100,2017-01-05,United Kingdom,gb,275854.0,2017.0109589041097
8273,4,James Arthur,Say You Won't Let Go,253597,2017-01-05,United Kingdom,gb,265281.0,2017.0109589041097
8274,5,The Weeknd,Starboy,248526,2017-01-05,United Kingdom,gb,252617.0,2017.0109589041097
8275,6,Steve Aoki,Just Hold On,228409,2017-01-05,United Kingdom,gb,235220.0,2017.0109589041097
8276,7,Rag'n'Bone Man,Human,225536,2017-01-05,United Kingdom,gb,234385.0,2017.0109589041097
8277,8,NEIKED,Sexual,223379,2017-01-05,United Kingdom,gb,237082.0,2017.0109589041097
8278,9,Maroon 5,Don't Wanna Know,209880,2017-01-05,United Kingdom,gb,227669.0,2017.0109589041097
8279,10,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",207802,2017-01-05,United Kingdom,gb,218422.0,2017.0109589041097
8280,1,Ed Sheeran,Shape of You,1280898,2017-01-06,United Kingdom,gb,1280898.0,2017.013698630137
8281,2,Ed Sheeran,Castle on the Hill,1242144,2017-01-06,United Kingdom,gb,1242144.0,2017.013698630137
8282,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),317634,2017-01-06,United Kingdom,gb,305680.0,2017.013698630137
8283,4,Little Mix,Touch,291826,2017-01-06,United Kingdom,gb,272143.0,2017.013698630137
8284,5,Zara Larsson,I Would Like,278069,2017-01-06,United Kingdom,gb,265100.0,2017.013698630137
8285,6,The Weeknd,Starboy,256096,2017-01-06,United Kingdom,gb,248526.0,2017.013698630137
8286,7,James Arthur,Say You Won't Let Go,247924,2017-01-06,United Kingdom,gb,253597.0,2017.013698630137
8287,8,Rag'n'Bone Man,Human,235314,2017-01-06,United Kingdom,gb,225536.0,2017.013698630137
8288,9,Steve Aoki,Just Hold On,234944,2017-01-06,United Kingdom,gb,228409.0,2017.013698630137
8289,10,NEIKED,Sexual,224846,2017-01-06,United Kingdom,gb,223379.0,2017.013698630137
8290,1,Ed Sheeran,Shape of You,1243633,2017-01-07,United Kingdom,gb,1280898.0,2017.0164383561644
8291,2,Ed Sheeran,Castle on the Hill,1107911,2017-01-07,United Kingdom,gb,1242144.0,2017.0164383561644
8292,3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),367096,2017-01-07,United Kingdom,gb,317634.0,2017.0164383561644
